정류장 고유번호,정류장 명,위도,경도
35089,도남삼거리,36.4413461,127.2242355
35090,도남삼거리,36.4412701,127.2245036
33060,금호리,36.4937086,127.3696419
36006,고복저수지입구,36.60938,127.24855
36010,고복리,36.607,127.25112
38039,송성3리(솔티),36.63605,127.2174
38009,청람리(동막골),36.64433,127.23168
38076,청람리,36.65165,127.23274
38049,송정2리(구리골),36.62618,127.23619
38082,아람달동림권역체험관,36.66548,127.2448
38078,청송산업단지입구,36.6638,127.25523
38080,청송리,36.66176,127.25721
38006,노장3리,36.66932,127.2727
38059,심중2리입구,36.65736,127.2811
38084,충정사,36.64,127.21725
37067,유천리,36.68628,127.16919
37015,다방2리마을회관,36.59749,127.17442
37032,부거실(아랫마을),36.62598,127.19015
37027,덕고개,36.6803,127.19145
37086,한국콜마,36.68079,127.19353
37073,전의중학교,36.68047,127.19682
37065,원성리(죽근마을),36.67609,127.19916
37043,성호아파트,36.68191,127.20441
37045,신방2리마을회관,36.676,127.20598
36015,국촌2리마을회관,36.57578,127.26507
36069,쌍전리(우리요양원),36.57809,127.26937
36012,국촌1리,36.57319,127.27255
36035,대원아파트,36.55839,127.27835
36033,대원아파트후문,36.56134,127.28143
36024,농업기술센터,36.57213,127.28354
36075,봉암2리마을회관,36.55973,127.28701
35054,평기리(아랫말),36.50652,127.19951
35040,용현리,36.54313,127.20479
35058,평촌입구,36.54716,127.20595
35032,용암1리마을회관,36.54893,127.20846
35063,영상마을아파트,36.44304,127.20993
35005,금암리(솔정자),36.4553,127.21109
35035,용암2리마을회관,36.56213,127.21282
31025,세종호수공원,36.50234,127.27744
31035,양화2리,36.51038,127.28438
31047,진의리,36.50488,127.28533
31040,양화리,36.50364,127.29214
31030,시청별관입구,36.52985,127.29481
32029,송용3리,36.56038,127.30372
32032,송용3리(신촌),36.568869,127.308161
32053,용호동(구판장),36.539243,127.31153
51019,신촌리,36.47375,127.28835
34019,"장영실고등학교,호탄리(안터)",36.47755,127.29868
51027,장재1리,36.479397,127.308355
52047,"범지기마을6,11단지",36.51045,127.2498
52017,어진중학교(한뜰마을4단지),36.4989327,127.2549113
52032,정부세종청사남측,36.5016046,127.2601032
52035,정부세종청사북측,36.5051501,127.261382
11046,신안1리입구,36.61372,127.29104
11019,번암아파트후문,36.58772,127.29233
34063,영치리,36.45043,127.30817
34021,남곡리마을회관,36.4704,127.31377
34100,황용2리,36.47452,127.31857
34065,새나루마을1단지,36.48592,127.32104
34104,황용리,36.48109,127.3239
34057,산학연클러스터,36.497569,127.33027
34105,황용리삼성복지회관,36.48012,127.32997
34052,박산리,36.47721,127.3546
34050,박산고개,36.47503,127.36245
33006,금호2리공단입구,36.5038391,127.3578931
33047,저산리,36.56182,127.36194
33046,저산2리,36.56219,127.36536
33026,부강면,36.529988,127.3660445
33028,부강9리,36.51915,127.36818
33004,금호리,36.49383,127.36967
32011,노송1리(노리미),36.5693111,127.3281964
32062,응암농공단지,36.5457,127.33441
32026,명학산업단지,36.53905,127.34013
32070,합강2리,36.51823,127.3428
32044,용운사,36.51838,127.34674
32020,명학리,36.53579,127.34803
32018,명학3리,36.53472,127.35163
32065,청봉사,36.52228,127.35368
36120,효방동,36.55671,127.23311
36022,기룡리복지회관,36.57304,127.23437
36111,조치원노인전문병원,36.61154,127.23835
36119,기룡리(효교동),36.57654,127.24621
36110,고복리조각공원,36.61275,127.2476
52039,성금교차로(세종포스트빌딩),36.5079451,127.2615354
52001,도램마을9단지,36.5084834,127.2624829
52013,문화체육관광부,36.49815,127.2644
52012,문화체육관광부,36.49931,127.26472
52038,정부세종청사 중앙동,36.50222,127.26608
52037,정부세종청사 중앙동,36.50168,127.26609
52003,공정거래위원회,36.50435,127.26735
52005,"양지중학교(한뜰마을1,2단지)",36.50712,127.26767
52044,국무조정실(한뜰마을3단지),36.50408,127.27115
52045,국무조정실(한뜰마을3단지),36.50383,127.27132
52002,공정거래위원회,36.504461,127.267198
52041,가재마을5단지.가온마을6단지,36.49915,127.24736
52042,가재마을5단지.가온마을6단지,36.4994482,127.2466099
52046,"가재마을11,12단지",36.50441,127.25174
51043,첫마을5단지,36.4777,127.25004
51040,첫마을4단지,36.48019,127.2516
51041,첫마을4단지,36.47998,127.25203
51044,첫마을6단지,36.47542,127.25308
51046,한솔중학교(첫마을7단지),36.47538,127.25558
51047,한솔중학교(첫마을7단지),36.47491,127.2557
51035,첫마을1단지,36.48334,127.25863
51038,첫마을3단지,36.47821,127.26117
37074,전의산업단지,36.70105,127.21057
37029,동교리,36.67077,127.21704
37085,하노곡,36.701999,127.2295429
51024,열병합발전소,36.46547,127.24502
51026,가람동(이마트앞),36.47062,127.25208
51009,새롬동.나성동,36.48771,127.25729
38075,청람리입구,36.66142,127.23228
37021,달전1리,36.63112,127.1745
34024,달전리마을회관,36.46223,127.34918
36002,고복1리마을회관,36.60506,127.25748
31052,"해밀동,산울동",36.5285405,127.2639687
31051,"해밀동,산울동",36.5296733,127.2646746
31055,"해밀동,산울동",36.52963,127.26478
31001,연기산업단지,36.54369,127.26673
31002,연기산업단지,36.54374,127.26691
31045,세종소방서,36.5064705,127.2724317
31043,연기면사무소,36.5423,127.27405
31042,연기면사무소,36.5415,127.27434
31044,연기면사무소,36.54241,127.2744
31004,한별동,36.5340119,127.275216
31054,한별동,36.53377,127.27527
31053,한별동,36.5341,127.27661
31003,한별동,36.5338388,127.2766576
31020,연기리,36.54431,127.27681
31021,연기리,36.54482,127.27714
31032,실광주유소,36.55443,127.27724
31016,실광주유소,36.55361,127.27738
31015,실광주유소,36.55469,127.27737
31024,세종호수공원,36.50216,127.27738
31017,방공학교,36.55202,127.27817
31019,보통2리,36.54867,127.27837
31018,보통2리,36.54869,127.27849
31041,연기2리마을회관,36.54216,127.28017
31036,양화2리,36.5102,127.28444
31048,진의리,36.50483,127.28517
31050,진의리입구,36.5042,127.28513
31037,양화3리,36.50477,127.2868
31038,양화3리,36.5049,127.28698
31014,보통1리마을회관,36.54493,127.29008
31039,양화리,36.50375,127.29226
31022,세종시청별관,36.52665,127.29451
31023,세종시청별관,36.52647,127.29468
31031,시청별관입구,36.52952,127.29547
31034,양화1리,36.5031,127.29554
31046,월산리,36.519178,127.31163
32030,송용3리,36.560329,127.303813
32001,예양2리(강촌),36.57658,127.308
32031,송용3리(신촌),36.56901,127.30807
32002,예양2리(강촌),36.576819,127.308115
32047,용호1리,36.53951,127.30896
32046,용호1리,36.539621,127.309043
32022,문주리,36.5469871,127.3103846
32052,용호동,36.53916,127.31142
32038,예양리(강촌입구),36.580326,127.312387
32049,용호2리,36.5373,127.31352
51017,다정동(대성고등학교),36.4938571,127.2561857
51015,다정동,36.4939251,127.2563976
51011,세종고속시외버스터미널(지상),36.469265,127.2738136
51012,세종고속시외버스터미널(지상),36.4693014,127.2740033
52010,도담동(도램마을),36.5149714,127.2587943
52009,도담동,36.51483,127.25896
52008,도담동,36.5140662,127.259188
52007,도담동(도램마을),36.514017,127.2593948
52040,성금교차로(도램마을9단지),36.5091666,127.2615149
52006,"도담초,중,고등학교",36.51335,127.26347
52021,"도램마을14,15단지",36.51233,127.2668
52026,양지중학교,36.50843,127.26785
51032,한국조세재정연구원,36.49277,127.30037
51033,한국조세재정연구원,36.49285,127.30063
51031,장재리(태련암입구),36.480076,127.312459
51030,장재리(태련암입구),36.480213,127.312432
51006,장재리(길재고개),36.48083,127.31665
51005,장재리(길재고개),36.48096,127.31679
51003,금남초등학교,36.47133,127.28601
51020,금남초등학교,36.47197,127.28629
51018,신촌리,36.47344,127.28809
51050,호탄리,36.47643,127.29645
51051,호탄리,36.47625,127.29646
51004,"장영실고등학교,호탄리(안터)",36.47765,127.29841
51028,장재리,36.4787,127.30443
51029,장재리,36.47855,127.30451
51002,한국개발연구원(KDI),36.48246,127.30716
51001,한국개발연구원(KDI),36.4825782,127.3074549
52024,아름중학교,36.5147556,127.2447664
52023,아름동커뮤니티센터,36.51182,127.24733
52043,범지기마을4단지,36.5083875,127.2499679
52025,아름초등학교,36.5147,127.25062
52020,범지기마을10단지,36.51879,127.25226
52014,연양초등학교,36.50352,127.25584
52019,어진중학교(한뜰마을4단지),36.4986553,127.2550362
52018,다정동,36.49491,127.25649
52031,정부세종청사남측,36.5008322,127.2593406
52030,정부세종청사남측,36.50173,127.25991
52016,중소벤처기업부,36.49753,127.26038
52015,중소벤처기업부,36.49776,127.2605
52033,정부세종청사북측,36.504176,127.2611617
52034,정부세종청사북측,36.5048938,127.2616877
52036,정부세종청사북측,36.5050692,127.2615051
36123,연서초등학교,36.58198663,127.2537284
35067,송문리(원송정),36.513646,127.190932
39010,소정리입구,36.71191,127.15392
39012,소정리역,36.71885,127.1567
39005,대곡1리,36.72607,127.15941
39007,대곡리,36.7296,127.16673
31027,수산리(방아다리),36.54436,127.23691
31011,눌왕2리마을회관,36.54452,127.24683
11071,조치원역,36.60099,127.29713
11014,번암리,36.5884,127.29841
11090,효성세종병원,36.59705,127.29895
34038,도남리마을회관,36.44309,127.23341
35072,봉안리(다름고개),36.4992393,127.2290775
31061,은하수공원,36.5325085,127.2453325
32083,문주리,36.5469422,127.310502
34088,원봉1리마을회관,36.45129,127.23931
34070,성강리마을회관,36.41255,127.25409
34073,성덕2리,36.45575,127.26691
11006,구렁말,36.61749,127.28889
11082,신안2리(안터),36.62652,127.28975
11081,신안2리(안터),36.62633,127.28994
51057,"가재마을7,12단지",36.50648333,127.2496233
51056,"도램마을16,19단지",36.51484,127.2660717
51053,세종고속시외버스터미널,36.46881,127.2735046
37099,읍내리,36.68155663,127.2041234
37092,사관정,36.69893829,127.2101017
37090,달전2리입구,36.62688996,127.17495
38087,심중2리입구,36.64964163,127.2714234
38086,보덕리입구,36.64441163,127.2608067
35070,용현리(효도마을),36.54025333,127.202295
35069,송학리입구,36.5357227,127.1933862
35068,송문리(원송정),36.513728,127.190959
35066,송문리,36.51766839,127.1936835
35065,송문리,36.51757353,127.1937051
36122,신대리,36.58100729,127.2516982
32082,합강1리,36.52139333,127.327515
32081,합강1리,36.52139329,127.327515
32080,용호3리입구,36.5377094,127.3213164
32078,삼성전기,36.53729,127.33576
32077,북측환승터미널,36.53712333,127.3039467
32076,북측환승터미널,36.53678667,127.3038433
31059,누리동,36.53432833,127.2880267
31058,누리동,36.53436,127.2870167
31057,누리동,36.5341,127.292158
33055,행산리입구,36.560275,127.3725783
33054,산수리,36.55633667,127.3581367
34108,황용리(황용1교),36.4797727,127.3214339
11092,죽림리,36.5966487,127.2958117
11091,조치원버스터미널,36.6026983,127.3036683
37077,재동아파트,36.67954,127.20667
37035,사관정,36.69888,127.21024
37007,상대부(쌍태울),36.71258,127.21146
37009,중대부,36.70502,127.21236
37008,중대부,36.70488,127.21246
37028,동교리,36.67078,127.21719
37050,신정2리,36.69472,127.21988
37001,달계리,36.69794,127.22103
37083,종성골,36.69603,127.22178
37084,하노곡,36.7020569,127.2293252
37013,노곡리종점,36.70046,127.23454
51022,열병합발전소,36.46506,127.24523
51021,열병합발전소,36.46513,127.246
51023,열병합발전소,36.4654,127.24613
51025,가람동(이마트앞),36.47061,127.2518
52028,은하수공원,36.53181,127.244421
52027,은하수공원,36.532563,127.243964
51016,다정동(대성고등학교),36.4938489,127.2565765
51010,"새롬동,나성동(청소년센터)",36.4877395,127.2571293
51007,"새롬동,나성동(청소년센터)",36.48685,127.25785
51008,새롬동.나성동,36.4868848,127.2579693
51034,첫마을1단지,36.48385,127.2592
51049,한솔동,36.4810822,127.2617829
51048,한솔동,36.48034,127.26243
11029,새주막거리,36.61236,127.29459
52029,정부세종청사남측,36.5008869,127.2596196
51042,첫마을5단지,36.47762,127.24973
51045,첫마을6단지,36.47503,127.25326
51039,첫마을3단지,36.478,127.26135
34032,용포리,36.46863,127.28135
51055,"도램마을16,19단지",36.51532,127.2659733
37091,대추리,36.69343329,127.2057917
35071,용현리(효도마을),36.5403123,127.2022621
35064,봉안리,36.4990546,127.2213088
32079,용호3리입구,36.5376101,127.3212384
31060,연기3리(개골),36.53776333,127.2849333
34109,두만2리,36.42572663,127.2919517
64008,조치원전통시장북측,36.6014294,127.3000769
51094,국책연구단지북측,36.4955579,127.3033473
51095,국책연구단지북측,36.4959817,127.3034244
51096,"시청,시의회,교육청,세무서",36.478188,127.288035
51097,"시청,시의회,교육청,세무서",36.478828,127.288963
36131,세종기숙학원,36.5568692,127.2522366
37097,달전리,36.633804,127.1755319
37098,달전리,36.6336684,127.1754206
53034,"가재마을5,8단지",36.5004747,127.2498627
53035,"가재마을5,8단지",36.5009207,127.2497831
51071,세종충남대병원,36.5186505,127.2570215
51072,세종충남대병원,36.5187208,127.2561613
51073,아름중학교,36.5149519,127.2450874
53037,고운동커뮤니티센터북측,36.5203767,127.2376669
53038,대법원등기정보센터,36.5121017,127.2423505
51098,다정동(장기로),36.4999845,127.2345564
53039,다빛초등학교(가재마을1단지),36.4997313,127.2424127
51099,다빛초등학교(가온마을3단지),36.4995152,127.2425474
53015,"고운초,중학교",36.5041088,127.2377428
53016,"고운초,중학교",36.50409,127.237419
53040,범지기마을1단지,36.5089857,127.242171
53041,범지기마을1단지,36.5087261,127.2430206
53042,대법원등기정보센터,36.5118935,127.2423344
53043,가재마을11단지,36.5043789,127.2501706
51125,"가온마을4,7단지",36.4912295,127.2498109
51126,"새뜸마을7,10단지",36.4898819,127.2499045
51127,새롬동커뮤니티센터,36.4858496,127.2508553
51128,새롬동커뮤니티센터,36.4851331,127.2509413
51129,"새뜸마을5,8단지",36.4825015,127.2535174
51130,"새뜸마을5,8단지",36.4823928,127.2532777
53014,범지기마을10단지북측,36.5190968,127.2483697
52050,"도담초,중,고등학교",36.5129599,127.2627351
35076,김종서장군묘,36.5202519,127.2110666
35077,김종서장군묘,36.5202432,127.211223
37011,금사리,36.60976,127.17305
36097,용암삼거리,36.59958,127.2271
51054,도램마을20단지,36.517445,127.264615
11056,욱일아파트,36.6013523,127.2948263
33045,아시아제지기숙사,36.49114,127.36665
35042,은용1리,36.49338,127.21585
37049,신정1리,36.69158,127.21464
37046,신방2리마을회관,36.67611,127.2063
35004,금암리(사기정골),36.45775,127.21181
31049,진의리입구,36.50418,127.28527
32014,명학1리,36.53703,127.34345
39024,운당1리,36.69865,127.15205
11013,방축골(갑부농원),36.60033,127.27599
52022,아름동커뮤니티센터,36.51163,127.24741
38032,송곡보건진료소,36.63079,127.26911
51052,세종고속시외버스터미널,36.4689905,127.2735878
34040,도암리,36.4457,127.27562
34042,도암리마을회관,36.44374,127.27825
36064,쌍류리,36.59901,127.22186
36043,성제2리,36.5914,127.26196
38034,송성1리,36.6450778,127.2168302
37012,노곡리,36.70061,127.23461
33009,금호3리,36.5095,127.3651
32050,용호3리,36.53647,127.31757
35012,대교리,36.50109,127.21121
31033,양화1리,36.50295,127.29549
37037,서정1리마을회관,36.68799,127.19201
11042,신봉초등학교,36.60169,127.29016
38022,석곡리입구,36.65926,127.25977
39004,고등2리,36.70594,127.18845
36091,용암리입구,36.60879,127.23249
51058,정부세종청사스포츠센터,36.5063018,127.2584839
51070,국책연구단지동측,36.4962106,127.3055955
51074,"범지기마을8,12단지",36.5125038,127.2504125
51075,아름초등학교,36.5153587,127.2511516
51076,범지기마을10단지,36.5185438,127.2524761
51077,국책연구단지동측,36.496012,127.3054286
34114,봉암리,36.4164076,127.2771281
34115,봉암리,36.4164799,127.2772171
34116,송곡2리,36.4126903,127.2684388
34117,송곡2리,36.4126093,127.2685171
35078,송학1리(전원마을),36.5277745,127.1842189
35079,송학1리(전원마을),36.5276983,127.1843756
35080,송학삼거리,36.5349806,127.192272
35081,송학삼거리,36.534972,127.1924396
53036,고운동커뮤니티센터북측,36.5200871,127.2377731
35074,대교1리경로당,36.5167477,127.2084717
35075,대교1리경로당,36.5167791,127.2083934
53002,고운고등학교,36.5089377,127.2342422
53003,가락초등학교,36.5156123,127.2337503
53004,가락초등학교,36.5156976,127.233616
53005,두루중학교,36.5173305,127.2381952
53006,두루중학교,36.5174909,127.2373346
53007,"두루초,중학교",36.5191814,127.2394622
53008,"두루초,중학교",36.5187165,127.2391789
53009,가락마을22단지,36.5200447,127.2405762
53010,가락마을22단지,36.5201811,127.2411119
53011,"범지기3,9단지(청소년센터)",36.518782,127.2444672
53012,"범지기3,9단지(청소년센터)",36.5189667,127.2449384
53013,범지기마을10단지북측,36.5189898,127.2489006
53001,고운고등학교,36.509267,127.2343639
11099,조치원전통시장북측,36.6015602,127.2996293
33058,복지회관,36.5271885,127.3698136
33059,가톨릭꽃동네대학교,36.5243046,127.3986812
31064,월산리,36.5191921,127.3118028
53044,"가락마을7,8단지",36.5055858,127.2395189
53045,어진동커뮤니티센터,36.5018632,127.2569568
52054,어진동커뮤니티센터,36.5018096,127.2571579
35013,대교리,36.5009348,127.210551
35015,대교리(정계),36.50918708,127.2175111
36142,금박골,36.556931,127.22984
36151,쌍전리,36.5750779,127.2726146
39020,소정육교(맹골),36.72712998,127.1620038
59028,보건복지부 고용노동부,36.5024356,127.2609046
59029,보건복지부 고용노동부,36.5022146,127.2608383
39031,고등2리,36.7060526,127.1885841
11413,신안2리(안터),36.6255593,127.2898368
11414,신안2리(안터),36.6256268,127.2897583
35063,영상마을아파트,36.4951389,127.1890242
35064,하봉저수지,36.4950082,127.1890582
59030,반곡동(수루배마을),36.497338,127.310767
59031,반곡동(수루배마을),36.497847,127.312253
51132,"국무조정실,공정거래위원회",36.503297,127.269712
51133,"기획재정부,농림축산식품부",36.505439,127.266501
38094,깊은내길,36.646477,127.268761
39032,동산산업,36.710329,127.147243
39033,운당교차로,36.705806,127.148932
39034,동산산업,36.710519,127.147184
38095,깊은내길,36.646415,127.268755
11094,신흥사거리,36.5944736,127.2912907
11095,신흥사거리,36.5944686,127.2909665
11096,효성세종병원,36.5972495,127.2987069
36124,용암리,36.601508,127.2278203
36125,용암리,36.6015212,127.2276693
36126,쌍류리입구,36.5966178,127.2183175
36127,쌍류리입구,36.5968888,127.2185402
36128,봉암3리,36.5561346,127.2726712
36129,봉암3리,36.5557656,127.2729852
31062,눌왕리(새터말),36.5454681,127.2625687
31063,눌왕리(새터말),36.5453054,127.2623793
36132,방축골,36.5945295,127.2773157
36133,신대2리(의넘어),36.5891565,127.2395123
36134,신대2리(의넘어),36.589008,127.2396078
36135,신대1리마을회관,36.581362,127.2516833
36136,쌍전리(창현),36.5800984,127.2808446
11102,삼일아파트,36.5950425,127.2970189
36137,성제삼거리,36.5888707,127.2646493
11103,번암아파트정문,36.586875,127.2944691
37100,상교동입구,36.6782443,127.2091842
37101,상교동입구,36.6783788,127.2089207
36138,세종장례식장,36.5713742,127.2821434
34120,성강리입구,36.4074242,127.2521543
34121,성강리입구,36.4073699,127.2520597
51036,한솔동(첫마을),36.4811358,127.2615539
51037,한솔동(첫마을),36.4812897,127.2618716
31067,보통1리마을회관,36.5447598,127.2901082
32086,응암3리,36.5479716,127.3532034
33061,행산1리,36.5525825,127.3725366
36139,생천경로당,36.6055624,127.2171389
51123,대평동(해들마을),36.4723006,127.2763096
51124,대평동(해들마을),36.4719176,127.2763944
39026,고등리,36.7076303,127.1920888
37094,관정리(현대농원),36.7015233,127.1975653
37095,유천리,36.6883326,127.161675
37096,유천리,36.6884408,127.1616745
51078,도램마을1단지,36.5078138,127.2572564
51079,범지기마을4단지,36.507833,127.2490874
51080,가락마을8단지,36.5089327,127.2405854
51081,"종촌고(가재마을3,4단지)",36.5050718,127.2436524
51082,문화체육관광부,36.4966718,127.2666425
51083,국립세종도서관정문,36.4991217,127.2678021
51084,국립세종도서관,36.5001938,127.2674639
51085,문화체육관광부(남측),36.4960299,127.2657345
36130,쌍전리,36.5751655,127.2727272
37093,전의산업단지(유상),36.6975439,127.2180449
51086,연양초등학교,36.5036909,127.2557674
51087,가재마을12단지,36.5048084,127.2512077
51088,가재마을7단지,36.5051417,127.2489733
51089,"종촌고(가재마을3,4단지)",36.5052447,127.2443833
51090,가락마을8단지,36.5087662,127.2407144
51091,가재마을12단지,36.5073176,127.2505017
51092,도램마을1단지,36.5075751,127.2573298
51093,"도램마을14,15단지",36.5108082,127.2669854
11105,삼일아파트,36.5949557,127.2969118
36140,봉암리,36.5612298,127.2844356
36141,봉암리,36.5618059,127.2851678
0,금강자연휴양림,36.43773994,127.2328047
0,금강자연휴양림,36.43784356,127.2328269
35092,봉안리,36.49935893,127.2190046
35093,봉안리,36.49926399,127.2190617
39037,금암리(웅대원룸),36.44176087,127.2088036
39036,금암리(어반스테이),36.44601649,127.2106385
39035,금암리(그린원룸),36.45112248,127.2105076
38098,금암리(솔정자),36.45532047,127.2112425
38092,송정리.세종요양병원,36.50214695,127.1785737
57020,"법원.검찰청,경찰청",36.486842,127.301429
57021,국책연구단지,36.4913263,127.304
57023,반곡동(수루배마을),36.497739,127.312279
57024,반곡동(수루배마을),36.497535,127.310959
11106,조치원버스터미널,36.6018992,127.3028932
11107,조치원버스터미널,36.6018765,127.3027591
34122,감성리,36.440161,127.288359
34123,박산리(작약골),36.4770044,127.3519196
34124,황용리,36.481345,127.323838
57019,"법원.검찰청,경찰청",36.487095,127.301744
32093,노송2리,36.57114,127.3261292
32094,응암2리,36.5572604,127.3416481
38099,금암리(사기정골),36.45776728,127.2119781
35014,대교리(정계),36.50926645,127.2175266
57025,국책연구단지,36.492195,127.304331
52057,과학기술정보통신부,36.496085,127.2630356
52058,과학기술정보통신부,36.4959777,127.2634881
35094,장기초등학교,36.4968405,127.2073985
32095,응암3리,36.5479444,127.3530917
32096,노송1리,36.5668778,127.3305923
33062,부강면생활체육관,36.5266749,127.374268
32097,송용1리마을회관,36.5641491,127.3263516
32098,송용1리마을회관,36.5642304,127.3264129
32099,송용리,36.5616519,127.3232337
32100,송용리,36.5617961,127.3232222
32101,응암1리마을회관,36.5428916,127.3426439
32102,응암리(영모재),36.5422497,127.3447065
32103,응암리(가마골),36.5411841,127.3467866
32104,응암리(우리종묘),36.539663,127.3451417
32105,응암리(영모재),36.5423399,127.3447566
32106,응암리(우리종묘),36.5395955,127.3452983
32107,명학2리(용당),36.5202645,127.3539706
32108,문주리입구,36.5481921,127.3112811
32109,문주리입구,36.5482424,127.3111782
32110,예양2리,36.580917,127.3165926
32111,예양2리,36.5808035,127.3166622
32112,예양리(강촌입구),36.5804101,127.3123797
32113,노송리,36.5626625,127.3358785
33063,부강산업단지입구,36.500533,127.3622629
32114,노송리,36.5627078,127.3360404
33064,부강산업단지입구,36.5008976,127.3618379
33065,부강산업단지,36.4983679,127.3649243
33066,부강산업단지,36.4982057,127.3650027
33067,금호2리공단입구,36.5040207,127.3582188
33068,갈산1리,36.5436985,127.3646969
61035,새롬고등학교(새뜸마을7단지),36.4869507,127.2492943
61036,새롬고등학교(새뜸마을7단지),36.4871399,127.2492546
37102,다방1리마을회관,36.6031132,127.189307
36143,쌍류초등학교,36.597535,127.208638
36144,쌍류초등학교,36.5976715,127.208475
37103,신흥리(사사),36.669438,127.194232
36145,쌍류리(월정마을),36.5952236,127.2177077
36146,쌍류리(월정마을),36.5952411,127.2174952
36147,용암리(금단마을),36.5944763,127.2278058
36148,고복저수지,36.5977479,127.2274533
51059,정부세종청사스포츠센터,36.5063112,127.2586961
36149,고복저수지,36.5977251,127.2273249
35097,용암2리,36.5599723,127.2125067
35098,용암2리,36.5599682,127.2126743
39028,세종첨단산업단지,36.7191773,127.1955466
39029,대교에이스,36.7177679,127.2003627
32115,행정리,36.6885967,127.1575524
32116,행정리,36.6887542,127.1574677
35099,용암2리입구,36.5523608,127.2154937
32117,내판2리,36.5526956,127.3252308
32118,내판2리,36.5525517,127.3254602
32119,연동중학교,36.5527497,127.3283481
32120,연동중학교,36.55293,127.3282919
60018,대평동커뮤니티센터,36.4724194,127.2790898
60019,대평동커뮤니티센터,36.4722476,127.2788336
53502,국민건강보험공단,36.5136059,127.2416967
53503,국민건강보험공단,36.5137042,127.2413334
52060,도램마을9단지,36.5086909,127.2625493
62001,소담고등학교(새샘마을5단지),36.4815502,127.3045326
62002,소담고등학교(새샘마을1단지),36.4815428,127.3027743
62003,새샘마을6단지,36.4852332,127.3036516
62004,새샘마을6단지,36.4848875,127.3033124
61042,다정중학교(가온마을4단지),36.4937133,127.2477261
61043,다정중학교(가온마을4단지),36.4936286,127.2481842
61044,새뜸마을14단지,36.4911744,127.2558346
61045,새뜸마을14단지,36.4909023,127.2550427
61046,"가온마을4,7단지",36.4915533,127.2494805
61047,새뜸마을10단지,36.4905735,127.2508178
61048,다정고등학교(가온마을1단지),36.4929776,127.2430447
61049,다정고등학교(가온마을1단지),36.4927929,127.2431235
61050,"가온마을2,3단지",36.4960541,127.2420575
61051,"가온마을2,3단지",36.4961754,127.2418338
61052,한결초등학교,36.4958942,127.2473673
61053,한결초등학교,36.4960562,127.2472552
62005,"수루배마을8,9단지",36.4981635,127.317689
62006,"수루배마을8,9단지",36.498118,127.3173877
62007,"반곡초,중학교",36.50145,127.3122098
62008,"반곡초,중학교",36.5012202,127.312255
62009,수루배마을1단지,36.498989,127.306082
62010,수루배마을1단지,36.498904,127.306358
52061,문화체육관광부,36.4967463,127.2664681
39030,소정리,36.7245035,127.1581344
61054,"새뜸마을1,2단지",36.4828783,127.2461704
61021,"가온마을6,9단지",36.498607,127.24896
61022,다정동커뮤니티센터,36.495506,127.249035
61023,다정동커뮤니티센터,36.494341,127.248799
52059,국립세종도서관정문,36.4991764,127.26764
61028,"가온마을6,9단지",36.4986116,127.2491786
61029,"새뜸마을5,6단지",36.4832363,127.2513939
61030,"새뜸마을5,6단지",36.4833939,127.2512762
61031,"새뜸마을1,2단지",36.4826015,127.2474552
61032,"새뜸마을1,2단지",36.4827907,127.2474155
61033,"가득초등학교(새뜸마을3,4단지)",36.4854282,127.2455481
61034,"가득초등학교(새뜸마을3,4단지)",36.4853374,127.2452246
37104,신정1리,36.6915871,127.2147544
37105,신정2리,36.6946059,127.219943
37106,종성골,36.6959446,127.2218636
37107,(주)레이크엘이디앞,36.6980972,127.2210106
37108,전의산업단지,36.7012593,127.2106772
61039,새롬중학교(새뜸마을1단지),36.4804553,127.249332
51131,새롬중학교(새뜸마을1단지),36.4802617,127.2494164
61040,새뜸마을4단지(가온마을1단지),36.4894565,127.2448371
61041,새뜸마을4단지(가온마을1단지),36.4895961,127.2447697
35100,산학리(주니어전문스쿨),36.4825063,127.232697
35101,산학리(주니어전문스쿨),36.4826597,127.2327579
61055,"새뜸마을1,2단지",36.4828552,127.2459137
61056,"새뜸마을3,4단지",36.4866304,127.2470123
61057,"새뜸마을3,4단지",36.4864817,127.2470741
52062,"한뜰마을1,2단지",36.506399,127.267947
253,소정2리(넉바위),36.71608574,127.1509366
57017,대평동,36.472267,127.276406
57018,대평동,36.472148,127.276445
36150,청라리,36.5882205,127.1984708
34119,금천2리마을회관,36.4383112,127.3199267
51121,세종고속시외버스터미널(지하),36.4708162,127.2731717
51122,세종고속시외버스터미널(지하),36.4706404,127.273189
52056,국립세종도서관,36.5003888,127.2675805
11104,홍익대학교,36.6209716,127.2903749
31068,세종예술고등학교,36.492489,127.268747
31069,세종예술고등학교,36.492432,127.268779
57026,장재1리,36.479548,127.308328
31070,연기2리마을회관,36.5423242,127.2802675
11411,번암리,36.588329,127.2986104
38090,송성3리(솔티),36.636109,127.2172432
38091,송정리,36.6252011,127.2325295
38092,청람리(동막골),36.6443571,127.2318088
31071,세종예술고등학교,36.492095,127.269558
31072,세종예술고등학교,36.492706,127.268917
61037,나릿재마을,36.4914044,127.2581439
61038,나릿재마을,36.4912197,127.2581891
58011,가락마을6단지,36.502547,127.238868
58012,가락마을6단지,36.5024695,127.2384071
34118,성강리,36.4223668,127.2507526
32121,내판리(외판1교),36.555932,127.323048
32122,내판리(외판1교),36.555994,127.32309
36153,쌍류리(수디산),36.609737,127.217233
